,OFFER,RETAILER,BRAND,RECEIPTS,CATEGORY_ID,PRODUCT_CATEGORY,IS_CHILD_CATEGORY_TO,combined_text,similarity_score
2637,,,nature made,1223.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
2638,,,nature made,16.0,2caa015a-ca32-4456-a086-621446238783,feminine hygeine,health wellness,,0.0
2639,,,ore ida,1221.0,f72793bd-721f-4d0f-8086-3b211446dd4b,frozen meal,frozen,,0.0
2640,,,ore ida,729.0,d45a8f68-34d2-4128-a807-7b4fcf119a17,egg,dairy,,0.0
2641,,,ore ida,55.0,aefdb531-584e-4f9e-a7a1-6ed002519aa1,frozen side,frozen,,0.0
2642,,,golden graham,1215.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
2643,,,golden graham,102.0,6c9b520a-9049-417a-8487-7053b9d2d8f8,cracker,snack,,0.0
2644,,,stove top,1215.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2645,,,maxwell house,1214.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
2646,,,maxwell house,410.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
2647,,,44 north,1212.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2648,,,hyvee cooler,1208.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
2649,,,loreal elvive,1207.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,,0.0
2650,,,new york,1205.0,5f2f147b-f2a2-48ed-bac4-ba1be2df09ec,bakery,deli bakery,,0.0
2651,,,new york,14.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2652,,,publix,1202.0,0619fda2-db1e-42c4-87ef-457ae91fca72,cheese,dairy,,0.0
2653,,,publix,772.0,e8d9c191-47c0-46eb-affd-34b08a44ebbc,dry pasta,pasta noodle,,0.0
2654,,,publix,674.0,e246975c-322e-4e31-aa4b-a22eabe581d1,yogurt,dairy,,0.0
2655,,,publix,201.0,1f7d2fa7-a1d7-4969-aaf4-1244f232c175,red pasta sauce,pasta sauce,,0.0
2656,,,publix,144.0,aecbba3a-7958-4b78-8a93-9215b963e9a7,water,beverage,,0.0
2657,,,publix,46.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
2658,,,publix,44.0,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622,chip,snack,,0.0
2659,,,publix,30.0,3e48a9b3-1ab2-4f2d-867d-4a30828afeab,alfredo white pasta sauce,pasta sauce,,0.0
2660,,,publix,28.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2661,,,publix,16.0,e2600179-20fc-4d9e-8cfe-7a564a3e4518,pretzel,snack,,0.0
2662,,,publix,13.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
2663,,,mule 20,1201.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2664,,,siggis,1196.0,e246975c-322e-4e31-aa4b-a22eabe581d1,yogurt,dairy,,0.0
2665,,,kim crawford,1190.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2666,,,eclipse,1188.0,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,gum,candy,,0.0
2667,,,eclipse,73.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
2668,,,vander mill,1186.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
2669,,,blue diamond,1183.0,e3b6f1f0-de8b-4625-b678-56cfd8747cbe,milk,dairy,,0.0
2670,,,blue diamond,36.0,e27d28fb-5e48-49b6-9373-3a92246c2f87,nut seed,snack,,0.0
2671,,,mystic reef,1181.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2672,,,juicy fruit,1177.0,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,gum,candy,,0.0
2673,,,kentucky,1177.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2674,,,kentucky,204.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2675,,,well,1176.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2676,,,sun maid,1173.0,0f6c46e7-8a8c-422e-8005-7d178a688da5,fruit vegetable snack,snack,,0.0
2677,,,sun maid,691.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2678,,,we clean,1172.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
2679,,,barton,1168.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2680,,,barton,540.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
2681,,,canteen spirit,1160.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2682,,,domaine loubejac,1158.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2683,,,great lake commodore perry,1158.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2684,,,saranac,1155.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
2685,,,saranac,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2686,,,loyal nine cocktail,1154.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2687,,,wicked weed pernicious ipa,1141.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2688,,,fit vine,1140.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2689,,,kung fu girl,1140.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2690,,,frosted flake,1133.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
2691,,,log cabin,1128.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
2692,,,log cabin,336.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,,0.0
2693,,,log cabin,80.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2694,,,haus am markt,1128.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2695,,,rx bar,1127.0,e27d28fb-5e48-49b6-9373-3a92246c2f87,nut seed,snack,,0.0
2696,,,green mountain coffee,1124.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
2697,,,99 lemon lime,1122.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2698,,,chateau montet,1121.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2699,,,mr boston,1120.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2700,,,mr boston,83.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2701,,,90,1118.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2702,,,a1,1113.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,,0.0
2703,,,colgate mouthwash,1107.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
2704,,,gardein,1106.0,3b79dd23-c298-4429-b9bf-ce5803b594eb,frozen chicken,frozen meat,,0.0
2705,,,truvia,1102.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2706,,,panera bread,1096.0,a2108cb6-b451-46ae-997b-a11bc7ab213a,dressing,pantry,,0.0
2707,,,panera bread,627.0,f1a38ab2-67a0-4863-9802-2b16a181e722,bread,pantry,,0.0
2708,,,panera bread,312.0,397f9b41-5196-4e19-96e1-e8783201b375,prepared meal,deli bakery,,0.0
2709,,,country heritage winery and vineyard,1094.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2710,,,good culture,1093.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2711,,,good culture,26.0,0619fda2-db1e-42c4-87ef-457ae91fca72,cheese,dairy,,0.0
2712,,,irish spring,1092.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
2713,,,cactus,1092.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2714,,,country time,1090.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
2715,,,country time,866.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
2716,,,first call,1090.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2717,,,black forest,1089.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
2718,,,leyenda del milagro,1086.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2719,,,uv,1085.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2720,,,king arthur,1083.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2721,,,good friend,1081.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2722,,,cascada,1080.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
2723,,,caulipower live life on the veg,1080.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,,0.0
2724,,,victoria,1078.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2725,,,victoria,456.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2726,,,layer cake,1078.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2727,,,mar wrigley variety pack,1077.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
2728,,,perfect bar,1075.0,e246975c-322e-4e31-aa4b-a22eabe581d1,yogurt,dairy,,0.0
2729,,,perfect bar,461.0,0f6c46e7-8a8c-422e-8005-7d178a688da5,fruit vegetable snack,snack,,0.0
2730,,,perfect bar,22.0,e246975c-322e-4e31-aa4b-a22eabe581d1,yogurt,dairy,,0.0
2731,,,perfect bar,20.0,ee7d461c-afec-4dd8-b06e-c3de3ea040fe,cooky,snack,,0.0
2732,,,brook,1074.0,c1348b24-5f57-4ad6-bc81-a114368acb19,soup broth,pantry,,0.0
2733,,,fiddlehead brewing company,1070.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2734,,,astra bella,1067.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2735,,,remy martin 1738,1066.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2736,,,lawsons finest liquid,1063.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2737,,,twinings,1058.0,f78c4b56-a1a6-4972-a0b3-6514ad98fd27,tea,beverage,,0.0
2738,,,kinky,1057.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2739,,,kinky,502.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2740,,,delimex,1057.0,3b79dd23-c298-4429-b9bf-ce5803b594eb,frozen chicken,frozen meat,,0.0
2741,,,b lovely,1056.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2742,,,crook and marker,1054.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2743,,,depend,1050.0,8587bef6-5b06-47d6-99b3-8c0b12e2c744,adult incontinence,health wellness,,0.0
2744,,,breckenridge,1049.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2745,,,breckenridge,276.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2746,,,adictivo,1048.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2747,,,cointreau,1046.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2748,,,lola,1045.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2749,,,mount gay eclipse,1043.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2750,,,simple mill,1040.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2751,,,simple mill,45.0,6c9b520a-9049-417a-8487-7053b9d2d8f8,cracker,snack,,0.0
2752,,,simple mill,11.0,ee7d461c-afec-4dd8-b06e-c3de3ea040fe,cooky,snack,,0.0
2753,,,pond,1039.0,0a09521d-71e3-40b7-bd43-0e3654e91b2b,skin care,health wellness,,0.0
2754,,,pond,263.0,de2afc5c-93c3-4c35-bee8-16ca97d1c9f3,makeup,beauty,,0.0
2755,,,brady,1036.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2756,,,adam,1035.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2757,,,the speyside,1035.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2758,,,avery brewing co,1033.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2759,,,luna di luna,1032.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2760,,,wisepies,1031.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,,0.0
2761,,,clif kid,1030.0,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622,chip,snack,,0.0
2762,,,clif kid,878.0,ee7d461c-afec-4dd8-b06e-c3de3ea040fe,cooky,snack,,0.0
2763,,,clif kid,749.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
2764,,,notorious pink,1025.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2765,,,clyde may,1023.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2766,,,aquation,1022.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
2767,,,hop valley brewing co,1021.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2768,,,seattle cider co,1017.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
2769,,,eight oclock,1017.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
2770,,,great lake burning river,1016.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2771,,,manzanita sol,1008.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
2772,,,carnation,1007.0,e3b6f1f0-de8b-4625-b678-56cfd8747cbe,milk,dairy,,0.0
2773,,,carnation,68.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
2774,,,hickory harvest,1004.0,f66f4433-e6ec-483c-95b4-8114d70aae34,snack mix,snack,,0.0
2775,,,best accessory group,1003.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
2776,,,distillery series,1002.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
2777,,,lonehand,1001.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2778,,,shakespeare,1001.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,,0.0
2779,,,jose cuervo tradicional,1000.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2780,,,dolly,997.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
2781,,,all sport,996.0,aecbba3a-7958-4b78-8a93-9215b963e9a7,water,beverage,,0.0
2782,,,geisslers,996.0,e73f7957-0e65-4466-9588-795bdc5f67ac,packaged meat,pantry,,0.0
2783,,,geisslers,272.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2784,,,king creek,992.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2785,,,strohs,992.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2786,,,domino,991.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
2787,,,domino,13.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2788,,,peninsula premium,990.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
2789,,,wild turkey,988.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2790,,,be well,987.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2791,,,glenmorangie,987.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2792,,,santa clara rompope,987.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2793,,,bougrier,984.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2794,,,bear naked,984.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
2795,,,pinesol,981.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2796,,,streamline,981.0,de2afc5c-93c3-4c35-bee8-16ca97d1c9f3,makeup,beauty,,0.0
2797,,,whistlepig,980.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2798,,,la colombe,978.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
2799,,,la colombe,879.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
2800,,,mother brewing company seasonal,977.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2801,,,carib shandy,974.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2802,,,filtrete,970.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
2803,,,filtrete,27.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,,0.0
2804,,,onda,970.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2805,,,wishbone,969.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,,0.0
2806,,,pocketbac,968.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
2807,,,new holland brewing,967.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2808,,,kona brewing co,964.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2809,,,kruto,962.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2810,,,mcmaster,960.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2811,,,hard ice,956.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2812,,,charles regnier,954.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2813,,,carolans,952.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2814,,,hendricks,952.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2815,,,nellies,951.0,d45a8f68-34d2-4128-a807-7b4fcf119a17,egg,dairy,,0.0
2816,,,night shift brewing,951.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2817,,,night shift brewing,77.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2818,,,night shift brewing,11.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
2819,,,kona wave rider variety pack,951.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2820,,,air wick®,949.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,,0.0
2821,,,dry fly,947.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2822,,,ben jerry,947.0,38160828-1029-4505-9849-673773c5fad3,frozen dessert,frozen,,0.0
2823,,,painted donkey,946.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2824,,,symphony,942.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
2825,,,symphony,200.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
2826,,,ketel one botanical,941.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2827,,,jack daniel gentleman jack,941.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2828,,,powerade zero ion4,940.0,bd33436d-a5de-4fd6-90f1-4f1fb4db0189,sport drink,sport drink enhanced water,,0.0
2829,,,mello yello,938.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
2830,,,celestial seasoning,938.0,f78c4b56-a1a6-4972-a0b3-6514ad98fd27,tea,beverage,,0.0
2831,,,somrus,938.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2832,,,dazed and watermelon,936.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2833,,,sabritones,936.0,6c9b520a-9049-417a-8487-7053b9d2d8f8,cracker,snack,,0.0
2834,,,badia,936.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2835,,,magic hat variety pack,927.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2836,,,cocoa pebble,927.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
2837,,,magic power,927.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
2838,,,steel reserve,926.0,2a2ad3c4-41df-484c-833c-26744a4d9610,nut butter jam,pantry,,0.0
2839,,,steel reserve,262.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2840,,,steel reserve,23.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2841,,,cherry 7 up,926.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
2842,,,short brew,919.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2843,,,short brew,17.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2844,,,frosted mini wheat,918.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
2845,,,zevo,915.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
2846,,,zevo,130.0,dc7b8939-091d-43c0-bd23-454be9e4995a,pest control,household supply,,0.0
2847,,,real ale,910.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2848,,,espolon,909.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2849,,,campari,907.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2850,,,george dickel,903.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2851,,,lost forty brewing,903.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2852,,,magic hat,902.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2853,,,chobani greek low fat,902.0,e246975c-322e-4e31-aa4b-a22eabe581d1,yogurt,dairy,,0.0
2854,,,incline cider company,900.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
2855,,,renuzit,900.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,,0.0
2856,,,aha,897.0,aecbba3a-7958-4b78-8a93-9215b963e9a7,water,beverage,,0.0
2857,,,lady speed stick,896.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
2858,,,shieldaig,896.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2859,,,two star,893.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2860,,,new glarus brewing co,892.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2861,,,urban south brewery,892.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2862,,,untitled art,891.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2863,,,untitled art,163.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2864,,,boulevard,891.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2865,,,bud light slush,891.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2866,,,shiner,890.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2867,,,shiner,57.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
2868,,,bubly sparkling water,890.0,aecbba3a-7958-4b78-8a93-9215b963e9a7,water,beverage,,0.0
2869,,,vigo,890.0,91d3f006-deed-4553-83bb-1719543a1689,rice grain,pantry,,0.0
2870,,,earl stevens,884.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2871,,,old new england,884.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
2872,,,framingham,884.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2873,,,cracker barrel,884.0,6c9b520a-9049-417a-8487-7053b9d2d8f8,cracker,snack,,0.0
2874,,,cracker barrel,12.0,0619fda2-db1e-42c4-87ef-457ae91fca72,cheese,dairy,,0.0
2875,,,quinta da carvalhas,881.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2876,,,wright brand,880.0,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622,chip,snack,,0.0
2877,,,ste chapelle,879.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
2878,,,martha white,877.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
2879,,,martha white,21.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,,0.0
2880,,,new belgium voodoo ranger,877.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
2881,,,buoy,877.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
